,name,time,tweet
37,Canta Bayu Laksana,2022-05-25 05:29:48+00:00,"@AinuzZaim18 Gue pribadi sih gasetuju, beda konteks menurut gue UU TPKS sama hal ini. Ini mah tergantung orang-oran… https://t.co/Lq0aFuPYtO"
38,Maman Racing,2022-05-25 05:23:42+00:00,Sedia UUTPKS (Undang Undang Tindak Pidana Kekerasan Seksual)
39,Golan Five,2022-05-25 05:18:04+00:00,Lewat PKS ? bukan kah PKS menolak UU kekerasan seksual ? https://t.co/Aj8n77mMUD
40,thefineryreport,2022-05-25 05:02:16+00:00,"Pencegahan: edukasi terkait isu kekerasan seksual dan bentuk-bentuknya pada seluruh pekerja. 

Pelaporan dan penang… https://t.co/aQACUL61pr"
41,thefineryreport,2022-05-25 05:01:27+00:00,"Jadi mulai darimana?

Ada dua hal yang wajib dimiliki oleh perusahaan/lembaga: 

1.perlu adanya kebijakan terkait k… https://t.co/h2lvK8S72S"
42,thefineryreport,2022-05-25 05:00:23+00:00,"Akibat dari pemahaman tentang kekerasan seksual yang minim serta belum dianggap serius, banyak lembaga, perusahaan,… https://t.co/MIIgmOLeCu"
43,thefineryreport,2022-05-25 05:00:09+00:00,Tidak adanya SOP anti kekerasan seksual memperparah keadaan 😩 https://t.co/5FS2NANTBB
44,thefineryreport,2022-05-25 04:58:20+00:00,"Belum dianggap serius 😡

Kekerasan seksual di tempat kerja memang masih jarang dibicarakan karena…

Masih dianggap… https://t.co/yM7juglf2p"
45,thefineryreport,2022-05-25 04:54:44+00:00,"Kasus marak namun jarang dilaporkan 

Sepanjang 2021, Komnas Perempuan mencatat ada:

 108 kasus kekerasan di dunia… https://t.co/zl7FlDcojz"
46,thefineryreport,2022-05-25 04:53:08+00:00,"Kekerasan seksual di tempat kerja marak tapi sering dianggap bercanda 😤

Seberapa penting kebijakan anti kekerasan… https://t.co/87mfoL43Fb"
47,METRO TV,2022-05-25 04:31:53+00:00,Catcaling merupakan salah satu kekerasan non fisik yang masih banyak dilakukan. Catcalling merupakan bentuk peleceh… https://t.co/ktf7cG6wtM
48,Perswina Allaili,2022-05-25 04:31:45+00:00,Kok ada ya yang ngomongin kasus kekerasan seksual seolah bahan ghibah doang
49,BEM Kema Unpad,2022-05-25 03:58:22+00:00,"Halo, Kema Unpad! 

Selamat kepada Salsabiila Tiara Aulia dari Fakultas Hukum sebagai pemenang Lingkar Wacana Unpad… https://t.co/sTYUnV65GJ"
50,putri 🐧,2022-05-25 03:28:26+00:00,"@Pisces123141 biasanya, karena dimanipulasi krn gapunya kesadaran, perempuan jg dimanipulasi dr kuasa (contoh: jaba… https://t.co/MAYRNVBFZ0"
51,Kumiz Ardi #MiFan,2022-05-25 03:18:38+00:00,@windaul Gw masih heran dari uupks perlindungan kekerasan seksual bisa diplintir dari melegalkan zina oleh partai tersebut
52,iwin,2022-05-25 03:13:48+00:00,@mama_was_drunk @niniesrina Kenapa kita perlu berpihak dan membantu korban? Karena korban kekerasan seksual tidak b… https://t.co/8hIGFDjmvr
53,... .. ...,2022-05-25 03:10:33+00:00,"Lagi2 kasus pelecehan bodong, alias ngarang, mentang2 kekerasan seksual lagi jd bahasan yg seksi, perempuan2 aneh i… https://t.co/C6Q4OpcQli"
54,Kompas.com,2022-05-25 03:10:07+00:00,"Pria berinisial S (52) berulang kali memerkosa keponakannya di kawasan Duri Kosambi, Cengkareng, Jakarta Barat. https://t.co/wqsjk1NV5J"
55,Perkumpulan ICJR,2022-05-25 02:58:28+00:00,Mari kita berdiskusi bersama untuk membahas catatan-catatan penting  UU TPKS dalam melindungi korban kekerasan seks… https://t.co/s03TDhjjsE
56,#VisitSumbar,2022-05-25 02:49:06+00:00,#News - P3APPKB  Gelar Sosialisasi UU Tindak Pidana Kekerasan Seksual https://t.co/AvZZyIBBsS
57,Nur Retno,2022-05-25 02:14:15+00:00,"bener2 deh indonesia darurat kekerasan seksual pada anak-anak. 
Pada gila x ya anak2 kecil yg d jadiin korban Ya Allah.."
58,Maidina,2022-05-25 02:04:24+00:00,Beberapa ketentuan pidana dalam UU TPKS ternyata menyisakan catatan yang akan berdampak pada perlindungan korban ke… https://t.co/qeJKPdVxML
59,Amir Syafrudin,2022-05-25 01:39:00+00:00,Tadi sempat nonton film indie berjudul Puan (2018). Film itu bercerita tentang seorang wanita penyintas kekerasan s… https://t.co/Pj73KbqqEk
60,mbak uni,2022-05-25 01:18:06+00:00,"bukti bahwa korban kekerasan seksual dan pelaku kekerasannya ngga memandang gender ataupun umur, lebih2 lagi pakaian https://t.co/WJlvfUmdcV"
61,Jaringan GUSDURian,2022-05-25 00:47:59+00:00,"Sebelumnya, Lydia dilaporkan atas tuduhan pencemaran nama baik. 

Dalam kasus Luwu Timur ini, penyidik telah dua ka… https://t.co/L1w8DTOMs4"
62,lapaspalopo,2022-05-24 23:38:17+00:00,"15. Penyuluh Hukum Kanwil Kemenkumham Sulsel, Erna: Dari beberapa kasus kekerasan yang dialami perempuan adalah kek… https://t.co/jeBQKdnRoN"
63,bit.ly/soobin-wibu,2022-05-24 23:23:26+00:00,"Bukan petugas tp anak2 enhypen kalo jadi anak sman** gak ikutan baca ikrar anti kekerasan, kejahatan, dan penyimpan… https://t.co/rIYN8R5LJc"
64,Fraksi NasDem,2022-05-24 22:43:36+00:00,"Polri Perlu Evaluasi Penghentian Kasus Kekerasan Seksual di Sulsel.

@adityawilly 

#FRAKSINASDEM #NasDemPeduli… https://t.co/4szqJzDstb"
65,v y e r d z h i c h,2022-05-24 22:26:08+00:00,"Sebagaimana kasus kekerasan seksual, saya memihak korban. Namun tidak ingin membungkam argumen tertuduh pelaku. Tru… https://t.co/llejkqNKSR"
66,Kompasiana,2022-05-24 20:57:04+00:00,Pengangkatan Isu Kekerasan Seksual melalui Karya Seni https://t.co/KcObj1zuQh
67,Cendes villain,2022-05-24 19:43:29+00:00,"@na_dirs Saya pikir setiap manusia berbuat dosa dn salah, kamu doyan maksiat, dn temen2nya kan sama aja sm pelaku L… https://t.co/w9yOmZbIz6"
68,any movies ꦮꦶꦢꦶ ꦒꦸꦫꦸꦃ,2022-05-24 17:49:00+00:00,"Christine, model lipstick mjd korban kekerasan seksual yg dilakukan guru musik adik perempuannya, Kathy. Di persida… https://t.co/5X9Zqjw2jW"
69,Ryan Al Faqir,2022-05-24 17:10:42+00:00,"Awasi anak menggunakan hp dan media sosial

Sumber 👇
https://t.co/3z1t34o9fw https://t.co/LdkCmBtMW1"
70,Q'Ell,2022-05-24 17:10:28+00:00,"@banjarbase Pas magang sih, melayani ibu2 korban kdrt yg minta perlindungan hukum di lbh. Mendampingi anak korban k… https://t.co/qBCGQ5vHtY"
71,Ryan Al Faqir,2022-05-24 17:10:22+00:00,"بِسۡـــــــــمِ ٱللهِ ٱلرَّحۡـمَـٰنِ ٱلرَّحِـــــــيمِ 
Membaca beberapa situs online, saya jadi mengumpulkan infor… https://t.co/Rh5AQFunQU"
72,rahasia,2022-05-24 17:00:32+00:00,@pakaitepung @rubyjendugi tau ga candaan tongkrongan kaya gini jelek bgt?!! lo juga harus paham rape jokes udah mas… https://t.co/gKq9rHSS0o
73,Elisa,2022-05-24 16:27:14+00:00,"Lanjutan heboh kpop fans lapor dosen-golkar gimana sih?

Btw, apa di sini kurang ikutan heboh 2 minggu lalu, saat j… https://t.co/cc7CZjJD6i"
74,gita hastarika,2022-05-24 15:54:58+00:00,"Gimana klo planet mars dijadiin tempat pembuangan pelaku kekerasan seksual aja? Kan mrk gak mgkn bs balik, tuh. Ya… https://t.co/MY5pmnDa3i"
75,Aminakram_,2022-05-24 15:33:17+00:00,Memang betul ada UU No 12 Tahun 2022 ttng tindak pidana kekerasan seksual (TPKS). Namun UU ini tdk mengatur TPKS se… https://t.co/22Z3jvtYPl
76,Rya Wiedy,2022-05-24 15:10:52+00:00,"Naaaah…. Org toxic kudu ditinggalin 🥰
Manipulatif si….. 😝

Abusive relationship merupakan suatu hubungan yang diser… https://t.co/zFE1XFwfb6"
77,FEL ♡̷̷̷ ia,2022-05-24 15:01:54+00:00,"gw bener2 bisa mau muntah sama ngaber2 misoginis yg seenak jidat bisa merendahkan perempuan. kalo ada yg bilang ""ca… https://t.co/ekzNF9Pcp9"
78,Media Indonesia,2022-05-24 15:00:03+00:00,Willy meminta Polri melakukan evaluasi dari penghentian kasus kekerasan seksual yang terjadi pada 3 anak di Luwu Ti… https://t.co/1A0eFqnShm
79,Mega Kumalasarie,2022-05-24 14:57:56+00:00,Apresiasi bagi media yang beritakan kekerasan seksual https://t.co/ojObc87SSv
80,LINE TODAY,2022-05-24 14:40:00+00:00,"Tak hanya perempuan, laki-laki juga rentan jadi korban kekerasan seksual. #FollowLINETODAY! https://t.co/WaNqCeeVbG"
81,Karlina Octaviany,2022-05-24 13:35:32+00:00,Kekerasan seksual BUKAN DRAMA media sosial. Korban yang spill di medsos menghadapi tekanan dalam melaporkan dan men… https://t.co/aMjRwkJjN9
82,DivaCatrii,2022-05-24 13:35:08+00:00,"@jokowi Pro Anak dan Perempuan

Apresiasi bagi media yang memberitakan kekerasan seksual. https://t.co/hDGKYVqMpJ"
83,(Taylor's Version),2022-05-24 13:23:43+00:00,"Kalo udah dengar berita kekerasan seksual, keinginan utk jadi esjewe 📈
Benci banget sama sexual assault
Pengen tak… https://t.co/8FTxHGNbgo"
84,kondedotco,2022-05-24 13:11:30+00:00,"Mulai sekarang, stop meremehkan para korban dan pendamping kekerasan seksual. Mereka sudah sering diabaikan, diangg… https://t.co/m5QsgMmaQO"
85,detikForum,2022-05-24 13:02:04+00:00,Kekerasan Seksual Pada Laki-laki Di Indonesia Disepelekan Akibat Toxic Masculinity https://t.co/5GDitmTsvx
86,koppig,2022-05-24 12:56:41+00:00,"Itu bukan hubungan intim aja.
Itu Kekerasan seksual. https://t.co/0N7EmcQoDf"
87,IDN Times Sumut,2022-05-24 12:54:05+00:00,Mencegah berulang kembali kekerasan seksual https://t.co/JhDOTurtnD
88,GPforpresiden,2022-05-24 12:46:52+00:00,"@ganjarpranowo @GanjarKu_ @ganjar_pedia …(16/12/2021).

Ganjar meminta agar di setiap ruang publik atau yang sulit… https://t.co/dFvoqVyBy5"
89,GPforpresiden,2022-05-24 12:46:51+00:00,@ganjarpranowo @GanjarKu_ @ganjar_pedia Apalagi di Jawa Tengah juga ditemukan kasus kekerasan seksual yang dilakuka… https://t.co/Qi0SPN4DFd
90,GPforpresiden,2022-05-24 12:46:51+00:00,@ganjarpranowo @GanjarKu_ @ganjar_pedia Ganjar menjelaskan ini momentum yang tepat untuk serius memperhatikan banya… https://t.co/AhrS3LQmV7
91,GPforpresiden,2022-05-24 12:46:51+00:00,@ganjarpranowo @GanjarKu_ @ganjar_pedia SEMARANG – Kekerasan seksual dan perundungan yang terjadi di tempat pendidi… https://t.co/uwwoAFMyCZ
92,@fabby_alme,2022-05-24 12:46:27+00:00,"@ganjarpranowo @GanjarKu_ @ganjar_pedia …(16/12/2021).

Ganjar meminta agar di setiap ruang publik atau yang sulit… https://t.co/3Gtob6W2P3"
93,@fabby_alme,2022-05-24 12:46:26+00:00,@ganjarpranowo @GanjarKu_ @ganjar_pedia Apalagi di Jawa Tengah juga ditemukan kasus kekerasan seksual yang dilakuka… https://t.co/RDoEB0ZxuH
94,@fabby_alme,2022-05-24 12:46:26+00:00,@ganjarpranowo @GanjarKu_ @ganjar_pedia Ganjar menjelaskan ini momentum yang tepat untuk serius memperhatikan banya… https://t.co/22pGs4Tb9A
95,@fabby_alme,2022-05-24 12:46:26+00:00,@ganjarpranowo @GanjarKu_ @ganjar_pedia SEMARANG – Kekerasan seksual dan perundungan yang terjadi di tempat pendidi… https://t.co/zh0v3eIDNG
96,Allan.Carlos ♔,2022-05-24 12:46:15+00:00,"@ganjarpranowo @GanjarKu_ @ganjar_pedia …(16/12/2021).

Ganjar meminta agar di setiap ruang publik atau yang sulit… https://t.co/QNqirWoZTv"
97,Allan.Carlos ♔,2022-05-24 12:46:15+00:00,@ganjarpranowo @GanjarKu_ @ganjar_pedia Apalagi di Jawa Tengah juga ditemukan kasus kekerasan seksual yang dilakuka… https://t.co/hhPubHVyfV
98,Allan.Carlos ♔,2022-05-24 12:46:15+00:00,@ganjarpranowo @GanjarKu_ @ganjar_pedia Ganjar menjelaskan ini momentum yang tepat untuk serius memperhatikan banya… https://t.co/B4ZRi6p78f
99,Allan.Carlos ♔,2022-05-24 12:46:15+00:00,@ganjarpranowo @GanjarKu_ @ganjar_pedia SEMARANG – Kekerasan seksual dan perundungan yang terjadi di tempat pendidi… https://t.co/VMem3GSlUo
100,tneventos,2022-05-24 12:46:07+00:00,"@ganjarpranowo @GanjarKu_ @ganjar_pedia …(16/12/2021).

Ganjar meminta agar di setiap ruang publik atau yang sulit… https://t.co/Fl7V2FLK1N"
101,tneventos,2022-05-24 12:46:07+00:00,@ganjarpranowo @GanjarKu_ @ganjar_pedia Apalagi di Jawa Tengah juga ditemukan kasus kekerasan seksual yang dilakuka… https://t.co/ETnV6pfW1F
102,tneventos,2022-05-24 12:46:07+00:00,@ganjarpranowo @GanjarKu_ @ganjar_pedia Ganjar menjelaskan ini momentum yang tepat untuk serius memperhatikan banya… https://t.co/UatfRPVEaL
103,tneventos,2022-05-24 12:46:06+00:00,@ganjarpranowo @GanjarKu_ @ganjar_pedia SEMARANG – Kekerasan seksual dan perundungan yang terjadi di tempat pendidi… https://t.co/l0D6YmODci
104,Petra Descartes,2022-05-24 12:35:12+00:00,@KediriFess bawa jalur hukum aja. UU tindak pidana kekerasan seksual udah di sah kan
105,Yvonne 黄依欢,2022-05-24 12:16:19+00:00,Baca reply tadi beneran makin validasi kenapa korban kekerasan seksual itu takut buat speak up. Ya pas mereka ngomo… https://t.co/VJHLHVVkbP
106,Lindungi Keluarga,2022-05-24 12:00:41+00:00,Anda juga dapat melihat jumlah kasus kekerasan dan kejahatan seksual di sekitar anda melalui peta di home https://t.co/IcJdMWdSna
107,Alesha🕊️,2022-05-24 11:52:13+00:00,"@QoMQnda @Sindipn43 Tadi lewat, sempet baca katanya kasus kekerasan seksual, ada beberapa lagu 875, dan salah satun… https://t.co/twn99pRe2D"
108,OFFICIAL BEM UPNVJ,2022-05-24 11:50:19+00:00,"membagi 9 jenis kekerasan seksual tersebut diketahui mengakomodasi beberapa peraturan kasus kekerasan seksual

Maka… https://t.co/rjpL4Tik0D"
109,Harian Kompas,2022-05-24 11:37:17+00:00,"Ketika ditangkap, pelaku mengaku sudah 10 kali memerkosa korban. Pelaku juga mengatakan sering melecehkan dengan me… https://t.co/Xbs9UetSKj"
110,Ariel Bhaskara,2022-05-24 11:31:20+00:00,Ini introduction dari paper yang membahas dampak kekerasan seksual masa kecil pada kondisi ekonomi korban di masa d… https://t.co/elcvgEBkSS
111,PajaJaranS,2022-05-24 11:29:43+00:00,"@elisa_jkt kalau ada kasus kayak gini sih saya lebih baik diam.
Karena tidak ada bukti berupa foto/video, saksi dan… https://t.co/nmUAYH0PgY"
112,About_ftp,2022-05-24 11:25:02+00:00,"@everythngiswell @elisa_jkt Terima nasib aja bang, klo ngelawan artinya mengecilkan upaya “korban” KS

Anggap aja f… https://t.co/82zFHBlIgg"
113,L ୧⍤⃝ 🍑,2022-05-24 11:04:21+00:00,@mimikitty__ Knetz yang boikot. Dan gue tau banyak dari knetz yang tkkr dan yang ke blow up cuma tkkrs. Mereka itu… https://t.co/MF9Hgri9Y9
114,Amnesty International Indonesia,2022-05-24 11:03:06+00:00,"[BREAKING] ""Selama siklus penghapusan kekerasan seksual belum efektif dan berhasil secara menyeluruh, kekejaman, te… https://t.co/efs2ehzjsB"
115,Amnesty International Indonesia,2022-05-24 10:54:09+00:00,"[BREAKING] ""Dalam konteks kasus kekerasan seksual, selama posisi perempuan masih subordinat tanpa ada pencegahan ya… https://t.co/XEUFC7W0x7"
116,UNS Official,2022-05-24 10:51:00+00:00,#PrestasiUNS - Sabila Soraya Dewi mahasiswi FISIP UNS berhasil meraih juara 2 Lomba Feature News Kusala Jurnalistik… https://t.co/ZiPdYJjlJv
117,Mubadalah.id,2022-05-24 10:50:41+00:00,"Tidak ada toleransi dan normalisasi untuk tindakan pelecehan dan kekerasan seksual.

Hal utama yang harus dilakukan… https://t.co/95cQGSVsIS"
118,Andreas Harsono,2022-05-24 10:47:33+00:00,"Mahasiswi Universitas Teuku Umar, Meulaboh, korban pelecehan seksual, mahasiswa2 protes dan minta rektor bikin satg… https://t.co/cy9ZeheJAz"
119,thal,2022-05-24 10:28:51+00:00,Gue sih ttp amit2 ya sama tipe tongkrongan begitu...tapi ya kek gt pasti ada aja. Apalagi pendidikan soal kekerasan… https://t.co/X5Ub6w2maZ
120,Condescending Waifu,2022-05-24 10:18:32+00:00,"@WidasSatyo kalo berani bawa ke jalur hukum gw percaya iren, kalo cuman cuap2 nuduh di sosmed doang gw percaya kalo… https://t.co/ZWaeflLZFP"
121,AwanBong,2022-05-24 10:03:35+00:00,"Gagal masuk klub pecinta alam artinya tidak memiliki peluang mendapatkan beasiswa.
Hampir 100% korban pelecehan sek… https://t.co/XkYvEguOh1"
122,iwin,2022-05-24 09:20:57+00:00,"@elisa_jkt Bu Elisa, semoga ini tidak malah menjadi upaya mempersamakan dan mengecilkan korban perkara kekerasan se… https://t.co/kXTRKxcoj3"
123,Komnas Perempuan,2022-05-24 08:59:35+00:00,"Seminar Nasional ""Progresivitas Hukum Terhadap Upaya Penghapusan Kekerasan Seksual di Perguruan Tinggi"". 

Minggu,… https://t.co/y1SRqeswd0"
124,NasDem Jateng,2022-05-24 08:47:34+00:00,"Posko Pengaduan Kekerasan Seksual NasDem Jateng Turun Aksi, Kecam Perbuatan Pelaku Rudapaksa oleh Ayah Tiri.
 https://t.co/mE6pXrk2K7"
125,NasDem Jateng,2022-05-24 08:44:18+00:00,DPW NasDem Jawa Tengah melalui Posko Pengaduan Kekerasan Seksual turut mengawal kasus rudapaksa yang dialami seoran… https://t.co/95oEYjFfop
126,tata,2022-05-24 08:36:45+00:00,"Light (Taiwanese remake, 2021)
- Movie, LGBT

Light ini mengalami kekerasan seksual yang dilakukan oleh ayah tiriny… https://t.co/X4mZNHZZn8"
127,Choco_cips,2022-05-24 08:31:44+00:00,Permasalahan kekerasan seksual yang memprihatinkan juga mendorong Mendikbudristek dalam membentuk satgas penanganan… https://t.co/fVZJDhV8uX
128,Nur Retno,2022-05-24 08:14:11+00:00,"bener2 deh indonesia darurat kekerasan seksual pada anak-anak. 
Pada gila x ya anak2 kecil yg d jadiin korban Ya Allah.."
129,UGM_FESS,2022-05-24 08:12:55+00:00,"kasus tersebut?

Yuk ikuti diskusinya di Ngariung: ""Kekerasan Seksual di Kampus: Menyelisik yang 
Tersembunyi dan M… https://t.co/XT0t1bDdvY"
130,UGM_FESS,2022-05-24 08:12:55+00:00,"ugm_fess TW // Sexual Harassment

Sadarkah kalian bahwa kasus pelecehan seksual di Indonesia banyak yang tak terung… https://t.co/JV8EuqyIZc"
131,hi,2022-05-24 08:02:45+00:00,"Terimakasih Buat Menteri Pendidikan, Kebudayaan, Riset, dan Teknologi Nadiem Makarim yg  akan menghilangkan tiga do… https://t.co/UkKU3UZ3rw"
132,Rike Andika,2022-05-24 08:00:03+00:00,"Terkait kekerasan seksual, selain diterbitkannya peraturan Mendikbudristek No.30 Tahun 2021, Mendikbudristek juga a… https://t.co/jSoGL1or75"
133,Keisaro,2022-05-24 08:00:03+00:00,Pak Nadiem sigap membentuk tim satgas penanganan kekerasan seksual di kampus2. Diharapkan kasus kekerasan seksual b… https://t.co/IA0PalDGjT
134,Ceri,2022-05-24 08:00:02+00:00,"Membentuk satgas penanganan kekerasan seksual dikampus""  #KomunitasMerdekaBelajar #BergerakBerdayaBersama https://t.co/XiTWxBgH4X"
135,Kim Yura Namata,2022-05-24 08:00:02+00:00,"Melalui program Merdeka Belajar upaya penghapusan 3 dosa besar yaitu intoleransi, perundungan, dan kekerasan seksua… https://t.co/4VEAXXWIh8"
136,KentangSpiral,2022-05-24 08:00:00+00:00,Dengan diterbitkan peraturan terkait kekerasan seksual mendikbudristek juga akan membentuk tim satgas penanganan ke… https://t.co/kgbvRlsvmz
137,Nanik,2022-05-24 08:00:00+00:00,Mendikbudristek akan membentuk tim satgas penanganan kekerasan seksual di kampus-kampus yang dilakukan melalui ases… https://t.co/lFG8RaU7qV
138,💙,2022-05-24 07:59:27+00:00,@txtdaricloudy @thalissuffering Harusnya memang @INABadminton ambil tindakan tegas dan dari pelaku meminta maaf den… https://t.co/wFVlpNv3Je
